review_id,review_text,review_type,product_category,sentiment,rating,review_length,source
240,Occur reality scene arm either itself your one check life each soon agree great forward.,Human,Sports,Neutral,3,15,Simulated Human
241,Avoid establish blue life choose eat for dark record pick though.,Human,Clothing,Negative,1,11,Simulated Human
242,This phone structure attention cause person education scene adult store discuss commercial production serious worker officer really factor investment prove each name beat like.,AI,Sports,Positive,4,24,GPT-4
243,Whom cl@im with score difference partner kitchen morning our a by community piece who southern plant else question.,Human,Sports,Negative,2,18,Simulated Human
244,B@ll wish real admit relationship some talk miss really use red mother really front allow fast charge at example.,Human,Toys,Neutral,3,19,Simulated Human
245,How pl@y skin three behavior although best amount argue short audience side possible difficult process each property.,Human,Toys,Positive,5,17,Simulated Human
246,State keep want fly move perform feeling indeed no live do how decision yet technology shoulder statement place increase song industry military real use responsibility material sit treat choose cause else two blue.,AI,Sports,Negative,1,33,GPT-4
247,Painting property firm so just read true throughout media cup rather color.,Human,Sports,Neutral,3,12,Simulated Human
248,Floor your life huge positive rule wide front same nice sit morning officer bar region scene economic chair family.,AI,Electronics,Negative,2,19,GPT-4
249,Several animal common population goal fly history grow.,Human,Sports,Negative,2,8,Simulated Human
250,Sense st@r carry effort arrive arm green bag city be enough read past finally professional factor family raise economic consumer price poor smile product early close.,Human,Electronics,Negative,1,26,Simulated Human
251,Quite bill win attention interest word method to interesting yourself use maybe these really reflect suffer mother process become.,Human,Books,Positive,5,19,Simulated Human
252,Best interview green le@d road personal tonight again reach set million yet light bag father forget win indicate article military sea option.,Human,Books,Positive,4,22,Simulated Human
253,Best few partner heavy section side create beautiful mean.,AI,Toys,Negative,2,9,GPT-4
254,Painting plan offer hospital girl newspaper threat let set hair current run allow participant return American able appear drive forward able write might yourself range bag major subject political order alone.,AI,Clothing,Negative,1,31,GPT-4
255,Treatment spring coach amount few herself break nearly medical huge benefit choice write article ahead night health discover ball major good pick section such president big candidate cause admit by her official day air purpose.,AI,Toys,Negative,2,35,GPT-4
256,Exist expect method mean image purpose hot themselves.,AI,Electronics,Positive,5,8,GPT-4
257,Talk still least stuff however fight down pick can home individual door reality have local education north try officer.,AI,Sports,Negative,2,19,GPT-4
258,My economic fear collection family bill run exist significant television general free prepare next former assume me investment major through run about loss can partner medical build trade two course audience attention suggest father free every available new commercial however.,AI,Home & Kitchen,Neutral,3,40,GPT-4
259,Central its action possible matter put wall democratic bank budget return in mother one realize international.,AI,Sports,Neutral,3,16,GPT-4
260,On seek feel yet open trial suddenly role down every cover black history operation approach short use upon cup need contain.,AI,Home & Kitchen,Positive,5,21,GPT-4
261,Cut above common sea try structure usually large plant there position difference side peace manager.,AI,Sports,Negative,1,15,GPT-4
262,Debate goal produce soldier structure color individual medical develop office car address training bit yard but American decision claim gas successful popular red more their nation positive us require authority black college firm could part.,AI,Toys,Positive,4,35,GPT-4
263,Black system occur many at inside quite effort book personal person trade will require hear PM.,Human,Books,Positive,4,16,Simulated Human
264,Save hold meeting bag conference training where small would degree himself thing nation ahead item.,AI,Books,Positive,5,15,GPT-4
265,Should offer future realize add store pattern with worry light issue seek one admit maintain boy carry.,AI,Sports,Neutral,3,17,GPT-4
266,Wind order maybe member executive add popular project deal plan woman along during item hundred identify or property worry both building experience fall account different rise rule bring class.,AI,Clothing,Negative,1,29,GPT-4
267,Re@ch PM assume authority I grow open sometimes check company provide matter act sort him since seem share Democrat position if from.,Human,Books,Neutral,3,22,Simulated Human
268,Writer speech east support board miss here happy bank environmental positive inside change rich stock different design assume one study other city spring daughter close manager to score exactly improve fill language to let challenge quite defense.,AI,Toys,Negative,2,37,GPT-4
269,Health expert throw product figure wind certain month take movie there send play worker push.,Human,Electronics,Positive,5,15,Simulated Human
270,Behavior trip quality article her kid range inside agent wife type action.,Human,Sports,Negative,2,12,Simulated Human
271,Paper other individual partner end different fast carry them feel catch serve short forget east goal against debate unit risk enough vote thank play four law business remember.,AI,Home & Kitchen,Negative,1,28,GPT-4
272,Themselves want various identify investment three sing themselves thought day cut.,Human,Sports,Negative,2,11,Simulated Human
273,Yard act level agree forget along above yeah age both be compare day.,AI,Home & Kitchen,Negative,2,13,GPT-4
274,Like here subject town citizen expect past dog worker later hear four quite measure.,Human,Sports,Neutral,3,14,Simulated Human
275,C@ndidate imagine respond ready understand woman teacher none crime expert some worker if consumer our beat popular here air into study music quality oil soon group ready type.,Human,Sports,Neutral,3,28,Simulated Human
